Country,Longitude,Latitude,Basin,Seep_Type,Seep_Name,CH4_Concentration,C2_Concentration,C3_Concentration,Delta13C1,DeltaD1,Bernard_Ratio
Zambia,7.7636,34.1292,Austin Chalk Basin,Oil,Oil Seep 3,6.7,0.3,92.7,-30.1,-199,1.2
Zambia,102.0559,60.2387,Dong Nai Basin,Gas,Gas Seep 1,6.9,0.5,93.9,-30.2,-205,1.5
Zimbabwe,-88.3357,-11.8614,Colorado Basin,Oil,Oil Seep 2,5.6,0.4,93.9,-30.0,-199,1.5
Vietnam,-121.1571,34.0492,Great South Basin,Oil,Oil Seep 2,6.9,0.3,92.9,-29.5,-202,1.5
Zimbabwe,51.1445,17.6626,Philippine Basin,Gas,Oil Seep 3,6.9,0.4,93.7,-29.2,-198,1.2
United Arab Emirates,50.4841,38.9249,Upper Peninsula Basin,Oil,Gas Seep 1,6.1,0.2,93.5,-29.5,-202,1.4
Vietnam,-120.3733,10.5576,South Uruguay Basin,Gas,Gas Seep 2,7.0,0.3,93.2,-29.5,-201,1.4
Indonesia,-63.1424,23.6597,Philippine Basin,Oil,Gas Seep 1,6.3,0.2,93.1,-29.7,-204,1.4
United States,-103.9273,34.0499,Iowa Basin,Oil,Gas Seep 1,6.3,0.2,93.1,-29.7,-204,1.3
Vietnam,-83.0802,11.7193,Bukhara-Khiva Basin,Gas,Gas Seep 1,7.1,0.3,93.9,-29.5,-202,1.6
Zambia,-3.7258,29.6481,Nankai Trough Basin,Oil,Gas Seep 2,6.5,0.3,93.9,-29.2,-202,1.5
Canada,53.8471,41.3548,Santa Monica Basin,Gas,Gas Seep 1,6.3,0.2,92.6,-29.5,-200,1.4
Vietnam,96.2592,35.4669,Illinois Basin,Oil,Oil Seep 2,5.8,0.4,93.3,-29.1,-199,1.4
India,103.6915,62.9568,Basin and Range Basin,Gas,Oil Seep 3,7.2,0.4,92.7,-29.4,-199,1.5
Vietnam,-2.8504,41.3396,Swiss Jura Basin,Oil,Oil Seep 3,6.8,0.1,93.0,-29.9,-203,1.4
_RARE_,-119.9735,66.9554,Taiwan Basin,Gas,Oil Seep 2,6.7,0.3,93.1,-29.1,-203,1.5
Venezuela,55.237,-11.8163,Tracy Basin,Oil,Oil Seep 3,6.3,0.2,93.5,-29.4,-202,1.4
Zambia,6.4189,55.6056,Fox Basin,Oil,Gas Seep 1,6.9,0.2,92.8,-29.8,-204,1.5
Vietnam,8.275,40.7134,Adriatic Basin,Gas,Gas Seep 2,7.1,0.4,93.8,-30.0,-205,1.2
United States,-55.803,42.3375,Bukhara-Khiva Basin,Gas,Oil Seep 1,6.8,0.3,93.1,-29.9,-204,1.6
Zambia,-72.7788,13.3755,Norwegian Sea Basin,Gas,Oil Seep 1,6.2,0.3,93.5,-29.4,-201,1.3
_RARE_,27.253,-19.0019,Washington Basin,Gas,Oil Seep 1,6.3,0.3,93.5,-30.0,-202,1.4
_RARE_,-73.966,-19.2843,German North Sea Basin,Oil,Gas Seep 1,7.2,0.5,93.6,-29.4,-204,1.5
Norway,-74.725,40.7136,Fergana Basin,Oil,Gas Seep 2,6.5,0.4,93.5,-29.1,-201,1.2
_RARE_,100.2131,37.0785,Southern California Borderland Basin,Gas,Oil Seep 1,6.3,0.3,93.5,-29.5,-202,1.4
Russia,6.7929,3.0755,Gulf of Thailand Basin,Gas,Oil Seep 3,7.0,0.3,93.5,-29.4,-203,1.4
Kuwait,-6.1266,40.6753,Shabwah Basin,Gas,Gas Seep 2,7.2,0.1,92.7,-30.1,-202,1.4
Yemen,-78.667,28.6118,Red River Basin,Gas,Gas Seep 2,7.2,0.1,93.2,-29.5,-198,1.4
Canada,-87.583,21.3065,Gulf of Thailand Basin,Gas,Oil Seep 2,7.2,0.2,93.1,-30.1,-199,1.5
Turkey,32.9081,34.2552,Fox Basin,Gas,Gas Seep 1,7.1,0.3,93.3,-29.5,-199,1.3
India,145.1623,20.0159,Great Basin Basin,Oil,Oil Seep 3,7.1,0.4,92.6,-30.0,-198,1.3
Saudi Arabia,-116.8449,15.5132,Malay Basin,Oil,Gas Seep 2,5.8,0.4,92.7,-30.0,-199,1.3
_RARE_,-122.3909,-11.7822,Levant Basin,Oil,Oil Seep 1,6.2,0.3,92.9,-29.9,-198,1.5
Thailand,7.7838,41.2837,Western Zambia Basin,Gas,Oil Seep 1,5.8,0.3,93.8,-30.1,-204,1.6
Vietnam,-93.9327,41.1265,Eastern Venezuela Basin,Gas,Oil Seep 1,6.1,0.3,93.5,-29.4,-202,1.5
United States,53.8083,54.5648,Fox Basin,Oil,Oil Seep 1,6.2,0.3,93.9,-29.5,-202,1.3
India,48.8415,35.4035,Syria Basin,Gas,Oil Seep 1,5.7,0.4,93.5,-29.5,-201,1.4
_RARE_,65.3462,30.6129,North Sea Basin,Gas,Oil Seep 1,7.0,0.3,92.7,-30.1,-204,1.5
India,54.038,68.1881,South Uruguay Basin,Oil,Gas Seep 2,6.2,0.1,93.5,-29.3,-202,1.5
Vietnam,-71.8675,15.2714,Western Canada Sedimentary Basin,Gas,Oil Seep 2,7.2,0.4,92.7,-29.5,-205,1.3
Zambia,30.5262,-42.0276,Anadarko Basin,Oil,Oil Seep 1,7.2,0.3,93.6,-29.8,-203,1.5
Venezuela,151.1954,-15.413,Song Hong Basin,Gas,Gas Seep 2,5.8,0.1,93.7,-30.2,-204,1.1
United Arab Emirates,1.3373,33.6281,North Sea Basin,Gas,Oil Seep 3,6.8,0.2,93.5,-29.3,-202,1.4
United Arab Emirates,-72.1122,11.2076,West Siberian Basin,Gas,Gas Seep 1,7.0,0.4,92.7,-29.2,-199,1.5
_RARE_,107.0464,14.2096,Atlantic Margin Basin,Gas,Oil Seep 3,6.3,0.5,93.2,-29.7,-205,1.2
Kuwait,-87.9483,-35.4309,Philadelphia Basin,Gas,Oil Seep 3,6.7,0.4,93.8,-29.2,-199,1.5
Uzbekistan,5.7903,51.3963,Nile Delta Basin,Gas,Gas Seep 1,5.8,0.3,93.6,-29.2,-199,1.2
Saudi Arabia,35.2323,40.1938,Caribbean Basin,Oil,Gas Seep 2,5.7,0.2,93.0,-30.1,-203,1.4
Zambia,-74.8729,35.8838,Nam Con Son Basin,Oil,Oil Seep 3,5.6,0.4,93.5,-30.2,-200,1.4
Canada,35.2376,60.9071,Cauvery Basin,Oil,Oil Seep 1,7.2,0.3,93.5,-30.1,-201,1.5
Mexico,-6.8339,26.5913,Baghdad Basin,Oil,Oil Seep 3,5.6,0.4,93.8,-29.5,-199,1.3
Yemen,28.0482,23.6867,New Jersey Basin,Oil,Oil Seep 3,6.9,0.4,93.9,-29.2,-201,1.2
Indonesia,108.2538,41.5671,Tracy Basin,Gas,Gas Seep 2,6.7,0.4,93.5,-29.4,-201,1.3
Saudi Arabia,56.4678,40.217,Lodi Basin,Oil,Oil Seep 1,7.0,0.4,93.8,-29.4,-204,1.2
Indonesia,48.5223,41.2746,East Coast Basin,Gas,Oil Seep 1,5.6,0.1,92.7,-30.1,-204,1.3
Turkey,112.1881,-21.219,San Joaquin Basin,Gas,Oil Seep 2,6.9,0.2,92.9,-30.0,-199,1.3
Thailand,52.1647,33.3004,Arabian Basin,Gas,Gas Seep 1,6.7,0.4,93.2,-30.2,-202,1.3
Zambia,-74.7179,35.4784,West Siberian Basin,Oil,Oil Seep 3,6.8,0.2,93.0,-29.2,-202,1.5
Vietnam,-1.3116,10.224,Anadarko Basin,Gas,Gas Seep 1,6.1,0.2,92.7,-30.1,-202,1.5
Zimbabwe,-73.9816,-35.1298,Southern Georgia Embayment Basin,Oil,Oil Seep 2,6.1,0.1,92.6,-30.1,-204,1.5
Thailand,-71.3227,-39.6379,Taiwan Basin,Gas,Oil Seep 1,7.2,0.2,93.5,-29.5,-204,1.5
Yemen,-64.0333,21.2852,Zimbabwe Border Basin,Oil,Gas Seep 2,7.0,0.1,93.5,-30.1,-204,1.1
Turkey,-72.7749,-20.929,Green River Basin,Gas,Oil Seep 2,6.9,0.2,93.5,-29.2,-203,1.5
Vietnam,121.1122,-42.017,Maracaibo Basin,Oil,Oil Seep 1,5.8,0.4,92.7,-30.1,-199,1.5
_RARE_,7.7455,5.8397,Mumbai Offshore Basin,Gas,Oil Seep 2,7.1,0.2,93.0,-29.5,-202,1.4
_RARE_,124.158,4.4609,Shabwah Basin,Oil,Gas Seep 1,6.1,0.2,93.2,-29.5,-202,1.4
United States,48.5191,-0.8725,Dutch North Sea Basin,Gas,Oil Seep 2,6.5,0.3,92.7,-29.4,-199,1.1
Uzbekistan,-122.3686,5.8741,Black Sea Basin,Gas,Gas Seep 2,5.7,0.3,93.5,-29.6,-201,1.4
Venezuela,104.2865,-32.2949,North Sea Basin,Oil,Oil Seep 1,6.1,0.3,92.9,-30.0,-204,1.3
Turkey,75.5243,-19.0048,Gulf of Valencia Basin,Gas,Oil Seep 3,5.7,0.3,93.8,-29.2,-199,1.5
Mexico,-72.5096,34.05,Basin and Range Basin,Oil,Oil Seep 1,5.8,0.4,93.5,-30.0,-203,1.4
Thailand,-68.2137,56.1584,Mahakam Delta Basin,Oil,Gas Seep 2,7.1,0.2,92.7,-29.5,-201,1.3
Norway,112.9288,56.2222,Nile Delta Basin,Oil,Gas Seep 2,7.2,0.4,93.3,-29.4,-201,1.3
United States,8.3283,46.876,Mahakam Delta Basin,Gas,Oil Seep 3,7.0,0.2,92.7,-30.0,-204,1.2
Uzbekistan,30.2752,15.5124,Mahakam Delta Basin,Oil,Gas Seep 1,6.3,0.2,93.6,-29.5,-202,1.4
United States,-71.8554,15.7681,Western Canada Sedimentary Basin,Oil,Oil Seep 3,5.7,0.3,93.5,-29.2,-201,1.4
Uzbekistan,-66.9888,11.0685,Offshore Singapore Basin,Gas,Oil Seep 2,6.1,0.4,93.5,-29.4,-201,1.4
Canada,32.763,51.9146,Eastern Venezuela Basin,Gas,Oil Seep 2,6.1,0.3,93.5,-29.5,-205,1.3
Kuwait,-96.0089,-37.6861,Maracaibo Basin,Oil,Oil Seep 1,6.8,0.4,92.8,-29.3,-201,1.5
Russia,-63.1514,30.8749,Nam Con Son Basin,Gas,Gas Seep 2,6.1,0.2,93.5,-29.5,-201,1.4
India,-70.1949,12.8033,Zimbabwe Border Basin,Gas,Oil Seep 1,5.7,0.5,93.5,-29.8,-205,1.2
Mexico,-118.2431,37.3988,Cauvery Basin,Oil,Oil Seep 3,5.8,0.5,92.8,-30.1,-201,1.4
Kuwait,24.0074,-15.3782,Red River Basin,Oil,Gas Seep 2,6.2,0.4,94.0,-29.7,-205,1.4
Turkey,110.1797,41.287,Swiss Jura Basin,Gas,Oil Seep 3,6.3,0.4,92.7,-29.5,-201,1.3
United States,6.4258,14.0552,Salalah Basin,Oil,Oil Seep 1,7.2,0.5,93.5,-29.4,-203,1.4
United States,108.2475,4.2679,Great Basin Basin,Oil,Gas Seep 1,5.8,0.2,92.6,-29.4,-202,1.4
United States,-84.9403,23.6718,White Tiger Basin,Oil,Oil Seep 3,6.8,0.2,93.1,-29.6,-199,1.4
Indonesia,-101.7259,-33.6615,Zimbabwe Border Basin,Oil,Gas Seep 2,5.7,0.4,92.9,-29.5,-201,1.4
Yemen,9.838,35.2195,Austin Chalk Basin,Oil,Gas Seep 1,6.1,0.2,93.0,-29.4,-201,1.4
Yemen,108.9218,36.8733,Zimbabwe Basin,Oil,Oil Seep 1,7.0,0.1,92.7,-30.1,-204,1.2
Canada,36.3229,-19.3721,White Tiger Basin,Oil,Oil Seep 1,7.2,0.2,92.7,-30.1,-202,1.4
Thailand,48.5175,36.5619,Iowa Basin,Gas,Gas Seep 2,5.7,0.5,93.8,-29.2,-198,1.2
Iraq,35.2271,30.2982,Qatar Arch Basin,Oil,Oil Seep 1,6.5,0.3,92.7,-30.2,-204,1.6
Zimbabwe,37.169,12.8352,Lodi Basin,Oil,Oil Seep 2,5.6,0.5,92.6,-29.5,-199,1.6
United States,36.898,19.0459,Bukhara-Khiva Basin,Oil,Oil Seep 3,7.2,0.2,93.0,-29.9,-201,1.4
_RARE_,101.6248,35.0358,Black Sea Basin,Gas,Oil Seep 1,7.0,0.3,93.8,-29.7,-203,1.4
Norway,-6.5033,35.2921,Mumbai Offshore Basin,Gas,Oil Seep 1,5.7,0.3,93.5,-30.1,-204,1.2
Mexico,-67.1524,35.6167,Caspian Basin,Gas,Oil Seep 1,6.8,0.2,93.5,-29.9,-202,1.5
_RARE_,9.6034,48.437,North West Shelf Basin,Oil,Gas Seep 1,6.3,0.3,93.5,-29.5,-202,1.4
Vietnam,9.6598,38.0955,Barinas Basin,Gas,Oil Seep 3,6.7,0.2,93.7,-29.9,-203,1.4
Kuwait,35.4868,36.9143,San Joaquin Basin,Oil,Gas Seep 1,7.2,0.3,93.5,-29.8,-201,1.4
Canada,3.3984,28.1723,Chilean Basin,Gas,Gas Seep 2,6.9,0.4,93.8,-29.8,-205,1.5
United Arab Emirates,-79.7119,16.0797,Dong Nai Basin,Gas,Oil Seep 1,6.2,0.3,93.1,-30.1,-201,1.5
Turkey,-67.6077,4.8189,Mahakam Delta Basin,Gas,Oil Seep 2,6.1,0.2,92.8,-30.0,-199,1.5
Turkey,44.6586,40.7141,Salalah Basin,Oil,Gas Seep 2,7.1,0.2,93.5,-29.5,-202,1.3
Indonesia,-85.4805,33.6214,New Jersey Basin,Gas,Oil Seep 2,5.6,0.4,93.1,-30.2,-205,1.1
Iraq,65.3761,50.4616,United Kingdom Continental Shelf Basin,Oil,Oil Seep 3,7.0,0.3,93.5,-29.5,-204,1.3
Uzbekistan,29.8169,40.7141,Upper Peninsula Basin,Gas,Oil Seep 1,7.1,0.3,94.0,-29.5,-199,1.4
_RARE_,-90.0511,42.0398,Syria Basin,Gas,Gas Seep 2,6.3,0.4,93.5,-29.4,-199,1.5
Thailand,-96.3695,13.8243,Manica Basin,Oil,Oil Seep 2,6.3,0.4,93.9,-29.5,-205,1.5
Canada,9.6279,35.983,Yangtze Basin,Oil,Oil Seep 3,7.1,0.4,93.6,-30.1,-204,1.3
India,-71.7302,20.718,Nankai Trough Basin,Gas,Oil Seep 2,7.0,0.3,92.7,-29.2,-204,1.4
_RARE_,35.236,-27.9439,Arabian Basin,Oil,Oil Seep 3,6.1,0.3,93.5,-29.5,-201,1.4
Zambia,29.0055,23.4826,Fergana Basin,Oil,Oil Seep 1,6.2,0.3,93.1,-30.1,-203,1.2
Zambia,30.9489,-4.1068,Lake Maracaibo Basin,Oil,Oil Seep 3,6.8,0.1,93.0,-29.7,-203,1.5
Saudi Arabia,-75.0064,-19.0111,Fergana Basin,Oil,Gas Seep 1,6.9,0.4,92.7,-29.4,-203,1.2
United States,48.4964,38.9333,Denver Basin,Oil,Oil Seep 3,6.3,0.2,93.0,-29.5,-205,1.6
_RARE_,27.3171,42.3431,West Siberian Basin,Oil,Gas Seep 2,6.1,0.4,93.8,-29.5,-202,1.4
Venezuela,36.9831,9.2125,Santa Monica Basin,Gas,Gas Seep 1,7.2,0.4,93.8,-29.2,-199,1.2
Vietnam,108.5529,60.1075,Aden Rift Basin,Oil,Oil Seep 3,6.8,0.2,92.7,-29.5,-204,1.5
Thailand,45.2573,24.5844,Indus Basin,Oil,Oil Seep 3,6.8,0.2,92.8,-29.2,-199,1.2
Mexico,-102.18,15.3064,Nankai Trough Basin,Gas,Oil Seep 1,6.7,0.1,94.0,-30.1,-200,1.3
United States,107.7401,-40.3672,Nam Con Son Basin,Gas,Gas Seep 1,5.8,0.1,93.3,-30.1,-202,1.5
Canada,-95.3969,7.476,Bach Long Vi Basin,Oil,Oil Seep 1,6.3,0.4,93.2,-29.5,-200,1.3
Indonesia,67.3804,15.4787,Gulf of Thailand Basin,Gas,Oil Seep 3,5.8,0.2,92.7,-29.5,-205,1.6
_RARE_,35.2208,38.6852,Tracy Basin,Oil,Oil Seep 1,6.9,0.4,92.7,-30.1,-204,1.5
Zimbabwe,35.2291,17.3631,Southern California Continental Borderland Basin,Oil,Gas Seep 1,6.3,0.4,93.5,-29.5,-201,1.5
Indonesia,53.9107,-21.274,Basin and Range Basin,Gas,Gas Seep 2,6.1,0.3,93.1,-29.4,-201,1.4
Norway,-121.8485,69.0409,Dutch North Sea Basin,Oil,Oil Seep 3,7.0,0.3,93.8,-29.7,-201,1.4
_RARE_,52.2962,32.6976,Gulf of Thailand Basin,Gas,Gas Seep 2,7.1,0.2,93.5,-29.8,-202,1.4
Russia,-72.699,36.0966,East Coast Basin,Gas,Oil Seep 1,6.3,0.4,92.7,-29.2,-205,1.2
Zimbabwe,3.2863,-19.3105,Manica Basin,Oil,Oil Seep 3,7.2,0.4,93.6,-29.2,-199,1.5
Zimbabwe,-77.1835,52.7987,Agulhas Basin,Oil,Oil Seep 1,5.7,0.2,93.6,-29.5,-204,1.4
United States,-73.3019,41.5726,Santa Monica Basin,Gas,Oil Seep 3,7.2,0.5,94.0,-29.5,-202,1.4
Canada,104.7293,44.8808,Maracaibo Basin,Gas,Gas Seep 1,6.1,0.2,92.6,-29.5,-202,1.4
Thailand,29.1141,4.5396,Amu Darya Basin,Gas,Gas Seep 2,6.1,0.2,93.1,-29.2,-204,1.2
Saudi Arabia,35.216,35.4641,Maracaibo Basin,Gas,Oil Seep 2,7.2,0.2,92.6,-29.5,-203,1.4
Canada,28.2074,41.2871,Sudan Basin,Gas,Oil Seep 2,6.1,0.2,93.3,-30.2,-202,1.3
United Arab Emirates,41.6613,-11.5492,Santa Monica Basin,Oil,Oil Seep 1,6.3,0.2,93.5,-29.5,-202,1.4
Thailand,38.1273,6.1502,Gulf of Thailand Basin,Oil,Gas Seep 2,6.7,0.3,92.7,-30.0,-199,1.3
United States,33.1265,40.3824,Baghdad Basin,Oil,Gas Seep 1,7.1,0.2,92.6,-29.8,-199,1.5
Venezuela,11.1122,-9.323,Bukhara-Khiva Basin,Gas,Oil Seep 1,5.8,0.1,92.7,-29.2,-204,1.5
Yemen,-72.4042,40.0933,Syria Basin,Oil,Oil Seep 3,7.1,0.2,92.7,-29.9,-204,1.4
Zimbabwe,29.1574,35.1481,Bach Long Vi Basin,Oil,Gas Seep 1,6.3,0.1,93.0,-29.9,-202,1.4
Indonesia,-91.029,40.7294,White Tiger Basin,Gas,Gas Seep 1,7.1,0.2,92.7,-29.4,-204,1.4
India,-64.0842,6.9181,Taiwan Basin,Gas,Oil Seep 3,6.7,0.4,92.7,-30.0,-199,1.6
Mexico,-74.0715,-9.7646,Black Sea Basin,Oil,Oil Seep 1,7.2,0.3,93.8,-29.4,-201,1.5
Thailand,28.9739,23.6117,Fergana Basin,Oil,Oil Seep 3,6.7,0.4,94.0,-29.2,-199,1.2
Uzbekistan,30.3403,37.7462,Manica Basin,Gas,Oil Seep 2,6.5,0.4,93.8,-29.4,-202,1.4
India,-60.8983,42.3518,Niger Delta Basin,Oil,Oil Seep 3,7.1,0.1,93.9,-30.0,-202,1.2
Zimbabwe,12.5653,31.9151,Norwegian Sea Basin,Gas,Oil Seep 2,6.8,0.2,93.1,-30.1,-205,1.5
United States,68.8703,-15.4178,Qatar Arch Basin,Gas,Gas Seep 1,5.8,0.3,93.5,-29.2,-199,1.4
Zambia,-44.0009,-15.9691,Luapula Basin,Gas,Oil Seep 2,7.2,0.1,92.8,-29.5,-199,1.4
Thailand,68.6607,11.024,Upper Peninsula Basin,Oil,Oil Seep 1,5.8,0.3,93.6,-29.4,-201,1.6
United Arab Emirates,-103.906,56.2354,Denver Basin,Gas,Gas Seep 2,6.2,0.2,93.5,-29.5,-198,1.4
Turkey,-74.2322,-15.4052,Malay Basin,Oil,Oil Seep 1,5.7,0.4,93.1,-29.2,-199,1.5
United States,108.2446,40.7287,Great Basin Basin,Gas,Oil Seep 1,6.3,0.4,93.2,-29.2,-198,1.2
United States,53.7948,38.7145,Austin Chalk Basin,Gas,Oil Seep 1,6.1,0.2,93.5,-29.5,-202,1.4
Turkey,-60.477,4.001,Green River Basin,Gas,Oil Seep 2,6.9,0.2,92.7,-30.0,-202,1.4
Kuwait,-122.0409,40.714,Anadarko Basin,Gas,Oil Seep 1,7.2,0.3,92.7,-30.1,-204,1.5
Kuwait,45.2707,39.746,Aden Rift Basin,Gas,Oil Seep 2,5.7,0.4,93.9,-29.3,-201,1.5
Norway,51.0634,-0.3867,Bas Cuu Long Basin,Gas,Oil Seep 3,6.1,0.1,92.7,-30.2,-204,1.5
Mexico,41.2834,43.7663,Colorado Basin,Gas,Gas Seep 2,7.2,0.2,93.5,-29.8,-204,1.4
Zambia,69.2093,54.3117,Limpopo Basin,Oil,Oil Seep 2,7.0,0.3,92.7,-29.4,-204,1.5
_RARE_,48.2139,23.0899,Red River Basin,Oil,Gas Seep 1,6.3,0.2,93.5,-29.5,-201,1.4
Vietnam,-105.4174,33.1405,South Uruguay Basin,Gas,Gas Seep 1,6.1,0.4,93.9,-29.3,-199,1.3
_RARE_,30.2554,41.3561,Luapula Basin,Gas,Oil Seep 2,6.1,0.4,93.9,-30.0,-201,1.3
Vietnam,-6.1605,-30.771,Cauvery Basin,Gas,Oil Seep 1,6.3,0.3,93.5,-29.4,-198,1.3
Russia,-75.8419,-40.9648,Santos Basin,Gas,Gas Seep 1,5.8,0.2,93.1,-29.5,-201,1.5
Vietnam,29.857,10.0151,Offshore Singapore Basin,Oil,Oil Seep 1,7.2,0.2,92.9,-30.1,-204,1.4
Yemen,-118.243,6.3979,Upper Peninsula Basin,Gas,Gas Seep 2,7.0,0.5,93.5,-30.1,-204,1.4
Norway,-70.5335,36.9987,Abu Dhabi Basin,Oil,Oil Seep 1,6.5,0.3,92.9,-29.9,-204,1.5
_RARE_,-59.1048,31.9371,Western Canada Sedimentary Basin,Oil,Gas Seep 2,6.9,0.2,92.7,-29.4,-203,1.2
Vietnam,-95.6632,-15.417,Swiss Jura Basin,Gas,Gas Seep 2,6.8,0.5,93.1,-29.2,-203,1.2
United States,30.6002,40.849,Denver Basin,Oil,Oil Seep 1,6.3,0.2,93.5,-29.4,-198,1.4
_RARE_,-96.4623,69.0409,Adriatic Basin,Gas,Oil Seep 1,5.8,0.2,92.7,-29.5,-201,1.6
_RARE_,42.9702,35.2581,Iowa Basin,Gas,Oil Seep 2,5.8,0.3,92.7,-29.3,-203,1.4
Zimbabwe,9.6511,24.0782,Washington Basin,Oil,Gas Seep 2,6.5,0.5,93.8,-30.0,-205,1.4
_RARE_,-67.6833,40.6748,Agulhas Basin,Gas,Oil Seep 2,6.8,0.3,92.7,-30.1,-203,1.2
_RARE_,8.2367,38.8339,San Joaquin Basin,Gas,Oil Seep 1,5.7,0.3,93.5,-29.4,-203,1.4
Saudi Arabia,54.6015,46.7901,Zimbabwe Basin,Oil,Oil Seep 3,6.7,0.4,93.8,-29.7,-201,1.5
India,109.4134,14.4446,Green River Basin,Gas,Oil Seep 3,5.7,0.4,93.3,-29.2,-198,1.2
_RARE_,43.6116,25.3927,Western Canada Sedimentary Basin,Gas,Oil Seep 1,6.7,0.4,93.8,-29.5,-199,1.2
Uzbekistan,68.7775,-17.3136,Upper Peninsula Basin,Oil,Oil Seep 1,6.3,0.4,93.2,-30.1,-199,1.3
Turkey,28.6491,15.235,Baghdad Basin,Oil,Oil Seep 1,5.8,0.3,93.2,-30.1,-201,1.4
United Arab Emirates,61.789,38.1422,Tracy Basin,Gas,Oil Seep 3,5.8,0.2,93.5,-29.8,-203,1.4
Canada,28.0172,34.6289,North West Shelf Basin,Gas,Oil Seep 2,6.3,0.3,93.3,-29.4,-201,1.3
Vietnam,28.7655,10.1252,Upper Peninsula Basin,Oil,Oil Seep 3,5.7,0.2,93.1,-29.4,-202,1.4
Turkey,53.3684,-1.7605,Norwegian Sea Basin,Gas,Oil Seep 3,6.8,0.2,93.1,-29.8,-199,1.4
Vietnam,109.0261,13.9566,Yangtze Basin,Gas,Oil Seep 3,5.7,0.4,93.9,-29.2,-198,1.3
Saudi Arabia,65.0289,15.4776,Southern Georgia Embayment Basin,Oil,Oil Seep 2,6.3,0.2,92.7,-29.5,-204,1.4
Turkey,108.2457,42.3406,Great Basin Basin,Oil,Oil Seep 1,6.3,0.3,93.5,-29.5,-202,1.4
Norway,-90.4759,65.3625,Masila Basin,Oil,Oil Seep 2,5.8,0.3,93.2,-30.2,-202,1.5
_RARE_,101.4027,40.7129,Western Zambia Basin,Gas,Oil Seep 2,6.5,0.4,92.6,-29.3,-198,1.4
Kuwait,9.11,40.714,New Jersey Basin,Gas,Oil Seep 3,6.3,0.3,93.8,-29.5,-199,1.3
_RARE_,10.9268,39.7433,Red River Basin,Gas,Oil Seep 1,5.7,0.4,93.2,-29.3,-205,1.3
Vietnam,31.0581,-11.7175,Zimbabwe Basin,Gas,Gas Seep 1,5.7,0.3,93.3,-30.0,-205,1.5
Russia,-84.0236,25.9371,Sirte Basin,Oil,Oil Seep 3,7.2,0.2,92.6,-29.2,-199,1.5
Vietnam,4.4996,14.1541,Denver Basin,Oil,Gas Seep 1,5.7,0.1,93.0,-29.2,-201,1.4
India,69.1933,29.6625,South Uruguay Basin,Oil,Oil Seep 1,5.8,0.3,94.0,-30.0,-205,1.5
_RARE_,28.0588,45.2464,Denver Basin,Oil,Gas Seep 2,6.2,0.4,93.3,-29.9,-199,1.3
Zimbabwe,115.5401,15.6828,German North Sea Basin,Gas,Gas Seep 1,6.3,0.2,93.5,-29.8,-199,1.6
India,26.0988,41.8988,Gulf of Thailand Basin,Gas,Gas Seep 2,5.7,0.3,93.2,-29.6,-198,1.4
Indonesia,69.2922,32.4234,Philadelphia Basin,Oil,Oil Seep 3,6.3,0.2,93.5,-29.5,-202,1.4
Zambia,-3.9719,39.1067,Denver Basin,Gas,Oil Seep 1,6.2,0.3,93.0,-29.2,-204,1.2
Norway,-2.0583,12.8598,Gulf of Valencia Basin,Oil,Oil Seep 3,6.2,0.1,94.0,-29.5,-202,1.4
Indonesia,47.7502,-15.3863,Levant Basin,Gas,Oil Seep 3,7.1,0.2,93.0,-29.7,-202,1.4
Yemen,-72.4551,-20.2055,Bas Cuu Long Basin,Gas,Oil Seep 2,6.2,0.2,93.1,-29.7,-205,1.1
Uzbekistan,108.2442,22.2836,Caribbean Basin,Gas,Oil Seep 1,7.1,0.3,93.5,-30.0,-202,1.4
Saudi Arabia,30.3397,41.2947,Southern Georgia Embayment Basin,Gas,Oil Seep 2,7.2,0.1,92.7,-30.0,-205,1.4
_RARE_,11.7525,60.7929,Zimbabwe Basin,Gas,Oil Seep 1,6.9,0.3,93.9,-30.0,-203,1.5
United Arab Emirates,28.759,6.4472,Syria Basin,Gas,Oil Seep 3,7.0,0.2,93.1,-30.2,-203,1.5
Venezuela,104.7593,41.2791,Bukhara-Khiva Basin,Gas,Oil Seep 3,6.7,0.5,92.7,-29.4,-199,1.5
Turkey,-118.2435,14.0779,Gulf of Thailand Basin,Oil,Oil Seep 2,5.8,0.2,93.1,-29.5,-205,1.3
Canada,30.5232,15.5225,Aden Rift Basin,Gas,Gas Seep 2,7.0,0.3,92.7,-30.1,-204,1.5
Zimbabwe,104.2598,-24.4648,Basin and Range Basin,Gas,Gas Seep 2,7.0,0.3,92.7,-30.2,-205,1.6
_RARE_,-82.3241,12.8777,Aegean Basin,Oil,Oil Seep 2,6.5,0.2,93.1,-30.0,-205,1.5
Vietnam,-104.1374,69.0409,North West Shelf Basin,Oil,Gas Seep 1,6.5,0.3,93.0,-29.8,-203,1.4
Yemen,44.6506,-30.7553,New Jersey Basin,Gas,Gas Seep 2,7.1,0.5,93.3,-29.5,-205,1.2
Zambia,-68.2775,14.671,Syria Basin,Oil,Gas Seep 1,6.7,0.4,93.7,-29.1,-202,1.3
Canada,-118.5543,55.6364,Great Basin Basin,Gas,Oil Seep 1,6.3,0.3,93.5,-29.6,-205,1.4
United Arab Emirates,28.1502,9.2563,Southern California Basin,Gas,Oil Seep 2,6.2,0.3,93.1,-29.5,-202,1.3
